Age,Gender,Education,Person Income,Employee Experience,Home Ownership,Loan Amount,Loan Intent,Loan interest Rate,Loan percentage,Credit History,Credit Score,Is Rejected
30,male,Bachelor,56906,7,MORTGAGE,6000,VENTURE,7.88,0.11,8,677,0
30,female,High School,49481,9,MORTGAGE,4800,HOMEIMPROVEMENT,14.65,0.1,10,629,1
30,male,Bachelor,31109,6,RENT,5475,PERSONAL,12.68,0.18,6,574,0
35,female,Bachelor,56963,16,MORTGAGE,17000,EDUCATION,11.83,0.3,10,709,0
27,female,Associate,18996,5,RENT,5500,VENTURE,5.99,0.29,8,627,1
34,male,Master,23874,12,RENT,5500,PERSONAL,15.23,0.23,8,661,1
35,male,Bachelor,25163,14,RENT,5500,EDUCATION,12.69,0.22,7,611,0
27,female,Master,25079,4,RENT,5500,EDUCATION,12.69,0.22,5,618,0
27,male,Associate,49696,7,MORTGAGE,2000,DEBTCONSOLIDATION,7.29,0.04,5,619,1
34,male,Associate,57138,11,MORTGAGE,5525,HOMEIMPROVEMENT,11.11,0.1,6,592,0
31,female,Bachelor,57215,9,MORTGAGE,5500,PERSONAL,11.01,0.1,10,689,0
28,female,High School,57279,5,MORTGAGE,3600,PERSONAL,9.91,0.06,10,628,0
29,male,Bachelor,57208,8,MORTGAGE,11200,PERSONAL,7.14,0.2,6,661,0
33,male,Associate,31380,11,RENT,5500,MEDICAL,9.88,0.18,7,670,0
31,female,Bachelor,57330,7,MORTGAGE,20000,MEDICAL,13.49,0.35,5,649,0
31,female,High School,37264,10,RENT,5500,DEBTCONSOLIDATION,8.88,0.15,9,635,0
31,female,Associate,37087,6,RENT,5500,HOMEIMPROVEMENT,15.21,0.15,7,661,1
29,female,High School,57292,11,MORTGAGE,8000,EDUCATION,12.42,0.14,9,685,0
28,male,High School,39758,6,RENT,5500,DEBTCONSOLIDATION,15.96,0.14,8,662,0
29,female,High School,50488,5,MORTGAGE,3800,MEDICAL,7.51,0.08,9,526,1
27,male,Bachelor,57300,4,MORTGAGE,2650,EDUCATION,7.49,0.05,9,690,0
32,male,Associate,43028,9,RENT,5500,PERSONAL,11.49,0.13,7,667,0
30,female,Bachelor,49373,6,RENT,5500,VENTURE,6.62,0.11,8,690,0
28,male,Bachelor,57678,5,OWN,13000,DEBTCONSOLIDATION,14.54,0.23,9,671,0
35,female,Bachelor,51829,10,RENT,5500,PERSONAL,13.06,0.11,8,579,0
30,male,Associate,51726,7,RENT,5500,EDUCATION,8.59,0.11,6,510,0
27,female,High School,54147,1,RENT,5500,DEBTCONSOLIDATION,13.8,0.1,10,560,0
31,female,High School,57594,9,MORTGAGE,5000,HOMEIMPROVEMENT,10.38,0.09,6,561,0
28,female,Master,56760,8,RENT,5500,MEDICAL,11.11,0.1,10,737,1
28,male,Master,64793,5,RENT,5500,HOMEIMPROVEMENT,11.03,0.08,9,703,0
27,male,Master,61165,4,RENT,5500,HOMEIMPROVEMENT,12.73,0.09,7,530,1
31,female,Master,50339,7,MORTGAGE,3200,MEDICAL,13.16,0.06,6,544,1
27,male,Bachelor,173710,5,RENT,5500,HOMEIMPROVEMENT,19.13,0.03,5,621,0
28,male,Master,67897,6,RENT,5525,MEDICAL,12.68,0.08,9,653,0
34,male,Bachelor,57624,11,MORTGAGE,3200,VENTURE,10.99,0.06,8,682,0
27,male,High School,57652,6,OWN,8000,MEDICAL,5.42,0.14,9,615,0
32,male,Associate,14686,7,RENT,5600,PERSONAL,13.48,0.38,10,666,1
29,male,Master,15309,7,RENT,5600,PERSONAL,12.18,0.37,10,655,1
28,female,Associate,29601,7,RENT,5600,PERSONAL,12.68,0.19,5,674,0
28,male,Associate,36889,7,RENT,5600,DEBTCONSOLIDATION,14.84,0.15,10,505,1
27,male,Bachelor,37012,5,RENT,5600,MEDICAL,11.01,0.15,6,621,0
28,male,Associate,44235,4,RENT,5600,PERSONAL,11.11,0.13,5,640,0
27,female,High School,42212,3,RENT,5600,DEBTCONSOLIDATION,15.96,0.13,10,653,1
28,male,Master,49051,6,RENT,5600,MEDICAL,13.49,0.11,8,636,0
35,male,Bachelor,49101,9,RENT,5600,MEDICAL,9.76,0.11,6,679,0
33,male,High School,44247,8,RENT,5600,PERSONAL,11.99,0.13,7,665,1
33,female,Doctorate,58558,12,OWN,14400,VENTURE,12.42,0.25,10,723,0
29,male,Associate,58723,5,MORTGAGE,17375,PERSONAL,14.27,0.3,5,702,0
28,female,Bachelor,63448,4,RENT,5600,MEDICAL,13.85,0.09,8,647,0
29,male,Associate,64432,7,RENT,5600,PERSONAL,11.99,0.09,10,618,0
29,female,Bachelor,73178,6,RENT,5600,DEBTCONSOLIDATION,9.99,0.08,7,648,0
34,female,High School,58981,13,MORTGAGE,7500,PERSONAL,6.62,0.13,7,595,0
29,female,High School,85079,3,RENT,5600,HOMEIMPROVEMENT,14.27,0.07,6,620,0
28,male,Master,51395,10,MORTGAGE,7600,DEBTCONSOLIDATION,16.29,0.15,7,700,1
30,female,Bachelor,91119,7,RENT,5600,PERSONAL,15.99,0.06,7,675,0
31,male,Bachelor,91754,9,RENT,5600,MEDICAL,13.22,0.06,8,652,0
31,male,Associate,132284,5,RENT,5600,DEBTCONSOLIDATION,11.01,0.04,10,620,1
29,female,Associate,58595,9,MORTGAGE,6625,PERSONAL,8.49,0.11,9,695,0
27,female,Master,45521,5,RENT,5775,PERSONAL,14.91,0.13,7,595,0
27,female,Master,58445,5,MORTGAGE,8000,HOMEIMPROVEMENT,10.59,0.14,9,676,0
29,female,Bachelor,58642,8,MORTGAGE,9000,EDUCATION,11.99,0.15,5,576,0
29,female,Associate,40027,7,RENT,5800,HOMEIMPROVEMENT,5.79,0.14,5,667,1
32,male,Associate,51052,9,RENT,5800,DEBTCONSOLIDATION,9.32,0.11,10,653,0
30,male,Master,51540,10,MORTGAGE,4500,MEDICAL,7.49,0.09,7,691,1
34,female,Associate,83653,9,RENT,5800,VENTURE,14.59,0.07,5,532,1
29,male,Bachelor,51431,7,MORTGAGE,6000,PERSONAL,11.49,0.12,9,693,1
31,female,Master,75437,3,RENT,5800,MEDICAL,14.11,0.08,10,665,1
27,female,High School,58791,3,MORTGAGE,5000,MEDICAL,6.99,0.09,7,659,0
28,male,High School,58641,7,OWN,12000,HOMEIMPROVEMENT,14.54,0.2,10,602,0
29,male,High School,58429,7,OWN,1850,PERSONAL,10.74,0.03,7,619,0
31,male,Associate,58549,8,MORTGAGE,14400,DEBTCONSOLIDATION,7.29,0.25,5,582,0
29,male,Master,58518,6,MORTGAGE,4975,MEDICAL,5.79,0.09,7,693,0
34,female,High School,58816,8,MORTGAGE,3600,VENTURE,10.37,0.06,5,686,0
29,male,Bachelor,51442,5,MORTGAGE,5500,EDUCATION,7.66,0.11,10,611,1
32,male,Associate,58796,10,OWN,8000,EDUCATION,5.79,0.14,7,654,0
35,male,High School,51583,11,MORTGAGE,5000,EDUCATION,14.17,0.1,8,629,1
27,female,Associate,22220,4,RENT,6000,DEBTCONSOLIDATION,7.49,0.27,5,605,1
34,male,Doctorate,22897,10,RENT,6000,VENTURE,11.01,0.26,7,630,1
28,female,Bachelor,51420,6,MORTGAGE,4000,MEDICAL,9.25,0.08,10,625,1
27,female,Bachelor,23774,7,RENT,6000,MEDICAL,16.49,0.25,8,694,1
33,female,Bachelor,23663,6,RENT,6000,PERSONAL,10.65,0.25,6,618,1
29,male,Bachelor,51517,5,MORTGAGE,1200,HOMEIMPROVEMENT,12.98,0.02,10,569,1
35,female,High School,25238,14,RENT,6000,EDUCATION,15.99,0.24,5,572,0
28,male,Bachelor,25027,5,RENT,6000,EDUCATION,6.03,0.24,8,636,0
31,male,Bachelor,26037,10,RENT,6000,DEBTCONSOLIDATION,14.26,0.23,8,698,0
27,female,Bachelor,26855,4,RENT,6000,HOMEIMPROVEMENT,18.07,0.22,7,690,1
34,female,Associate,58890,8,MORTGAGE,10000,PERSONAL,7.14,0.17,10,610,0
31,female,Associate,58482,9,MORTGAGE,7800,MEDICAL,7.51,0.13,10,647,0
29,female,Associate,58507,7,MORTGAGE,20000,HOMEIMPROVEMENT,11.36,0.34,10,649,0
31,male,Master,59009,5,OWN,20000,HOMEIMPROVEMENT,10.62,0.34,7,681,0
33,female,Bachelor,58105,11,MORTGAGE,20000,PERSONAL,16.07,0.34,10,652,0
27,male,Master,51141,3,MORTGAGE,2850,PERSONAL,13.48,0.06,7,694,1
33,male,Associate,58942,11,MORTGAGE,6000,DEBTCONSOLIDATION,11.01,0.1,10,658,0
32,male,High School,31270,14,RENT,6000,MEDICAL,16.49,0.19,5,600,1
35,male,Bachelor,32639,13,RENT,6000,DEBTCONSOLIDATION,16.29,0.18,8,662,1
29,female,Master,32921,8,RENT,6000,HOMEIMPROVEMENT,14.84,0.18,7,642,1
31,female,Associate,33576,7,RENT,6000,HOMEIMPROVEMENT,8.94,0.18,6,679,1
33,female,Master,33808,11,RENT,6000,DEBTCONSOLIDATION,13.49,0.18,8,603,1
32,female,Bachelor,34652,10,RENT,6000,PERSONAL,11.01,0.17,5,705,0
30,female,Bachelor,35571,6,RENT,6000,PERSONAL,15.23,0.17,6,653,0
27,female,Master,35970,5,RENT,6000,VENTURE,15.27,0.17,6,706,0
29,male,Bachelor,37117,6,RENT,6000,PERSONAL,8.9,0.16,10,561,0
35,male,Associate,58410,11,MORTGAGE,2000,HOMEIMPROVEMENT,11.97,0.03,9,664,0
33,male,Associate,58608,9,MORTGAGE,7500,HOMEIMPROVEMENT,8.0,0.13,10,639,0
29,female,Bachelor,37031,8,RENT,6000,HOMEIMPROVEMENT,17.99,0.16,7,618,1
27,male,High School,37312,5,RENT,6000,MEDICAL,7.66,0.16,9,627,0
28,male,Bachelor,37071,5,RENT,6000,MEDICAL,10.37,0.16,6,642,1
35,male,Bachelor,37211,13,RENT,6000,DEBTCONSOLIDATION,6.54,0.16,6,621,0
28,male,Doctorate,37058,4,RENT,6000,DEBTCONSOLIDATION,11.49,0.16,9,661,1
31,female,Bachelor,51428,3,MORTGAGE,21000,EDUCATION,12.36,0.41,7,617,1
27,male,Bachelor,58398,5,OWN,6500,PERSONAL,7.75,0.11,8,635,0
27,male,Associate,58341,2,MORTGAGE,20000,VENTURE,11.89,0.34,10,565,0
32,male,Bachelor,36952,10,RENT,6000,VENTURE,12.61,0.16,5,630,1
28,female,Doctorate,37961,5,RENT,6000,PERSONAL,9.32,0.16,8,678,0
27,female,Master,51287,5,MORTGAGE,10000,MEDICAL,16.49,0.19,6,660,1
32,female,Bachelor,59003,8,MORTGAGE,8400,MEDICAL,10.74,0.14,6,658,0
29,female,High School,38192,5,RENT,6000,MEDICAL,13.47,0.16,6,656,0
29,female,Associate,38411,6,RENT,6000,PERSONAL,11.46,0.16,10,642,1
27,female,High School,38834,7,RENT,6000,EDUCATION,12.84,0.15,9,617,1
30,male,Associate,59132,4,MORTGAGE,9350,MEDICAL,11.01,0.16,7,626,0
27,male,Bachelor,39491,3,RENT,6000,EDUCATION,14.27,0.15,8,563,0
30,male,Associate,39629,8,RENT,6000,MEDICAL,12.99,0.15,9,689,0
28,female,Bachelor,59626,9,MORTGAGE,10000,EDUCATION,6.99,0.17,9,630,0
29,female,Bachelor,40370,6,RENT,6000,VENTURE,9.99,0.15,6,630,0
29,male,Bachelor,40474,2,RENT,6000,EDUCATION,15.23,0.15,6,681,0
27,male,High School,41147,1,RENT,6000,PERSONAL,14.91,0.15,5,664,1
30,female,Associate,41562,8,RENT,6000,VENTURE,6.91,0.14,7,687,0
29,male,Bachelor,41576,8,RENT,6000,VENTURE,14.91,0.14,6,625,1
27,male,Bachelor,41826,6,RENT,6000,DEBTCONSOLIDATION,15.31,0.14,5,660,1
27,female,Master,41929,4,RENT,6000,MEDICAL,8.9,0.14,9,687,0
34,female,Bachelor,59662,14,OWN,2400,EDUCATION,7.14,0.04,5,615,0
30,male,Associate,42900,8,RENT,6000,MEDICAL,7.9,0.14,9,663,0
29,male,Associate,35450,3,RENT,6000,MEDICAL,8.49,0.17,8,609,1
27,female,Master,60208,5,MORTGAGE,5000,HOMEIMPROVEMENT,11.83,0.08,10,666,0
27,male,Associate,43314,8,RENT,6000,MEDICAL,7.49,0.14,10,669,0
30,female,Master,35885,7,RENT,6000,PERSONAL,15.58,0.17,8,578,1
35,female,Associate,52761,12,MORTGAGE,13200,DEBTCONSOLIDATION,16.77,0.25,9,605,1
31,female,Associate,35578,7,RENT,6000,HOMEIMPROVEMENT,10.75,0.17,8,674,1
27,male,Associate,59418,7,MORTGAGE,8500,MEDICAL,10.59,0.14,6,661,0
30,male,Master,59716,8,MORTGAGE,11750,EDUCATION,8.9,0.2,9,667,0
33,female,Associate,36821,9,RENT,6000,VENTURE,19.42,0.16,10,544,1
29,male,Bachelor,44206,6,RENT,6000,EDUCATION,5.99,0.14,6,670,0
30,female,Master,59869,8,MORTGAGE,8500,PERSONAL,16.32,0.14,9,692,0
30,male,Bachelor,59567,7,OWN,8500,PERSONAL,12.18,0.14,8,664,0
32,male,Bachelor,45487,13,RENT,6000,MEDICAL,10.36,0.13,6,647,0
27,male,Associate,60272,5,MORTGAGE,10000,MEDICAL,11.78,0.17,9,633,0
27,male,Associate,38493,5,RENT,6000,PERSONAL,6.62,0.16,10,567,1
29,male,High School,39074,8,RENT,6000,HOMEIMPROVEMENT,15.7,0.15,9,554,1
30,female,Bachelor,53485,7,MORTGAGE,6000,PERSONAL,12.21,0.11,7,641,1
30,female,Bachelor,60535,8,MORTGAGE,8400,PERSONAL,13.11,0.14,6,703,0
35,female,High School,53638,11,MORTGAGE,15000,MEDICAL,7.51,0.28,6,642,1
30,male,Associate,53624,8,MORTGAGE,13200,DEBTCONSOLIDATION,16.29,0.25,9,621,1
28,male,High School,48255,2,RENT,6000,DEBTCONSOLIDATION,6.17,0.12,7,616,0
27,male,Master,48985,5,RENT,6000,DEBTCONSOLIDATION,11.99,0.12,6,675,0
27,male,High School,61035,3,MORTGAGE,9500,MEDICAL,8.9,0.16,8,635,0
35,female,Associate,61137,11,MORTGAGE,6000,HOMEIMPROVEMENT,13.49,0.1,6,718,0
28,female,High School,61367,7,MORTGAGE,9000,PERSONAL,11.01,0.15,7,593,0
35,male,Associate,48928,17,RENT,6000,MEDICAL,11.01,0.12,7,637,0
30,male,Bachelor,50440,7,RENT,6000,DEBTCONSOLIDATION,6.03,0.12,10,705,0
27,female,Associate,50110,4,RENT,6000,MEDICAL,9.32,0.12,7,635,0
33,male,Master,43132,8,RENT,6000,PERSONAL,13.72,0.14,8,591,1
33,female,Master,43350,14,RENT,6000,VENTURE,13.49,0.14,5,730,1
34,male,Master,51477,11,RENT,6000,EDUCATION,10.59,0.12,7,622,0
34,female,Associate,44083,10,RENT,6000,VENTURE,11.01,0.14,10,632,1
32,female,Bachelor,43858,8,RENT,6000,MEDICAL,16.07,0.14,10,633,1
28,female,Associate,51613,5,RENT,6000,VENTURE,11.78,0.12,10,614,0
28,female,Bachelor,51623,6,RENT,6000,MEDICAL,8.63,0.12,7,669,0
35,male,Associate,45418,11,RENT,6000,PERSONAL,9.99,0.13,7,674,1
32,female,Bachelor,52507,13,RENT,6000,EDUCATION,13.22,0.11,6,694,0
28,female,Master,52730,8,RENT,6000,MEDICAL,10.39,0.11,5,620,0
30,male,Bachelor,60902,9,MORTGAGE,4000,DEBTCONSOLIDATION,14.27,0.07,9,665,0
29,male,High School,47989,8,RENT,6000,PERSONAL,12.69,0.13,5,652,1
30,female,Master,55162,7,RENT,6000,PERSONAL,12.69,0.11,8,702,0
32,male,High School,61089,4,OWN,10000,EDUCATION,6.03,0.16,9,674,0
27,female,Bachelor,54966,3,RENT,6000,EDUCATION,10.65,0.11,8,611,0
29,male,Associate,61211,10,MORTGAGE,10000,MEDICAL,6.03,0.16,5,689,0
30,female,High School,54924,5,RENT,6000,EDUCATION,7.51,0.11,5,648,0
27,male,High School,47863,5,RENT,6000,VENTURE,14.61,0.13,7,638,1
31,male,Bachelor,60840,7,MORTGAGE,16000,VENTURE,8.9,0.26,8,631,0
28,female,Bachelor,61002,5,MORTGAGE,15000,EDUCATION,6.99,0.25,10,723,0
31,female,Associate,60727,6,MORTGAGE,6000,VENTURE,5.99,0.1,8,663,0
27,male,Associate,60733,5,OWN,7800,HOMEIMPROVEMENT,15.99,0.13,10,632,0
33,female,High School,61404,11,OWN,8300,EDUCATION,11.01,0.14,7,685,0
27,male,Bachelor,61150,6,OWN,5125,PERSONAL,9.99,0.08,10,666,0
30,female,Bachelor,51506,7,RENT,6000,MEDICAL,14.46,0.12,5,669,1
33,male,Bachelor,53716,10,MORTGAGE,7000,EDUCATION,12.99,0.13,8,695,1
29,male,Bachelor,52715,5,RENT,6000,VENTURE,15.96,0.11,5,677,1
33,male,Bachelor,59889,9,RENT,6000,VENTURE,10.99,0.1,6,652,0
33,female,High School,60798,8,MORTGAGE,4000,MEDICAL,5.42,0.07,10,692,0
28,female,Associate,61273,4,MORTGAGE,8450,HOMEIMPROVEMENT,11.01,0.14,9,644,0
29,female,Master,61166,11,RENT,6000,DEBTCONSOLIDATION,13.49,0.1,7,653,0
34,male,Bachelor,60943,15,RENT,6000,PERSONAL,9.91,0.1,8,704,0
33,female,Master,60853,13,MORTGAGE,10000,PERSONAL,9.99,0.16,5,680,0
35,male,Master,60918,17,OWN,13650,MEDICAL,6.99,0.22,10,636,0
30,female,Bachelor,61086,11,RENT,6000,PERSONAL,5.79,0.1,7,638,0
34,female,High School,53626,9,RENT,6000,PERSONAL,16.45,0.11,10,568,1
30,female,Bachelor,60918,8,MORTGAGE,3000,HOMEIMPROVEMENT,10.59,0.05,5,689,0
33,male,Bachelor,53590,12,RENT,6000,DEBTCONSOLIDATION,14.96,0.11,8,706,1
27,female,Associate,54338,6,RENT,6000,PERSONAL,17.19,0.11,5,680,1
28,male,Bachelor,62238,4,RENT,6000,DEBTCONSOLIDATION,12.69,0.1,5,665,0
29,female,High School,55257,6,RENT,6000,HOMEIMPROVEMENT,5.79,0.11,10,614,1
30,male,Bachelor,61058,7,MORTGAGE,8000,DEBTCONSOLIDATION,13.06,0.13,5,670,0
29,male,High School,62443,8,RENT,6000,MEDICAL,7.29,0.1,10,581,0
27,female,Master,62800,4,RENT,6000,EDUCATION,8.49,0.1,6,656,0
34,male,Master,63299,8,RENT,6000,EDUCATION,12.53,0.09,9,632,0
29,female,High School,57311,6,RENT,6000,EDUCATION,17.49,0.1,7,609,1
31,female,High School,64655,12,RENT,6000,PERSONAL,6.54,0.09,9,616,0
29,female,Master,65623,5,RENT,6000,DEBTCONSOLIDATION,7.9,0.09,7,707,0
28,male,Associate,65873,4,RENT,6000,VENTURE,5.42,0.09,5,620,0
29,male,High School,59802,6,RENT,6000,PERSONAL,13.99,0.1,6,660,1
31,male,High School,59620,9,RENT,6000,HOMEIMPROVEMENT,10.59,0.1,9,568,1
30,male,Bachelor,61050,7,MORTGAGE,1000,MEDICAL,11.01,0.02,6,713,0
33,female,Bachelor,66946,11,RENT,6000,EDUCATION,13.35,0.09,5,696,0
34,female,Associate,54022,13,MORTGAGE,4500,DEBTCONSOLIDATION,12.98,0.08,6,613,1
29,male,High School,66899,6,RENT,6000,DEBTCONSOLIDATION,11.01,0.09,9,653,0
31,female,Bachelor,69537,9,RENT,6000,VENTURE,7.29,0.09,10,675,0
28,female,Associate,60983,8,MORTGAGE,3000,VENTURE,10.36,0.05,7,657,0
34,female,Master,69795,9,RENT,6000,HOMEIMPROVEMENT,11.83,0.09,6,717,0
29,male,Bachelor,69703,5,RENT,6000,MEDICAL,9.91,0.09,10,661,0
27,male,High School,53972,6,MORTGAGE,24000,DEBTCONSOLIDATION,8.88,0.44,9,633,1
29,male,Master,71722,6,RENT,6000,DEBTCONSOLIDATION,10.37,0.08,7,572,0
29,male,Master,72055,6,RENT,6000,EDUCATION,7.88,0.08,9,713,0
32,female,Associate,72543,8,RENT,6000,EDUCATION,13.36,0.08,8,683,0
34,male,Master,54039,12,MORTGAGE,4000,MEDICAL,15.95,0.07,9,614,1
32,male,Associate,65756,5,RENT,6000,HOMEIMPROVEMENT,15.95,0.09,7,540,1
32,male,Master,72767,9,RENT,6000,MEDICAL,13.98,0.08,5,638,0
30,male,Bachelor,60969,4,MORTGAGE,16000,PERSONAL,10.38,0.26,7,659,0
32,female,Bachelor,61233,9,MORTGAGE,9600,PERSONAL,6.76,0.16,9,720,0
30,female,High School,60808,7,MORTGAGE,5000,VENTURE,7.88,0.08,5,679,0
34,female,High School,73065,12,RENT,6000,VENTURE,8.0,0.08,9,701,0
27,male,Bachelor,53886,5,MORTGAGE,6000,EDUCATION,13.23,0.11,8,627,1
27,male,Master,72949,3,RENT,6000,HOMEIMPROVEMENT,8.0,0.08,5,672,0
34,male,Bachelor,60986,11,MORTGAGE,5000,HOMEIMPROVEMENT,11.01,0.08,10,682,0
33,female,Bachelor,74646,6,RENT,6000,EDUCATION,5.79,0.08,10,654,0
32,male,Bachelor,75898,8,RENT,6000,MEDICAL,11.01,0.08,5,684,0
32,male,Master,28432,11,RENT,7125,VENTURE,15.28,0.25,5,690,1
35,female,High School,31209,12,RENT,7050,DEBTCONSOLIDATION,12.23,0.23,7,663,0
27,male,Bachelor,24736,5,RENT,7025,PERSONAL,5.42,0.28,9,538,1
31,male,Bachelor,16604,5,RENT,7000,HOMEIMPROVEMENT,9.62,0.42,9,686,1
29,female,Bachelor,18522,11,RENT,7000,PERSONAL,12.84,0.38,5,702,1
30,male,Bachelor,18525,7,RENT,7000,DEBTCONSOLIDATION,6.76,0.38,5,654,1
27,female,High School,19069,5,RENT,7000,HOMEIMPROVEMENT,12.21,0.37,10,584,1
27,male,Bachelor,61013,5,MORTGAGE,10750,HOMEIMPROVEMENT,13.48,0.18,5,632,0
34,male,Master,61223,15,MORTGAGE,6000,EDUCATION,7.14,0.1,8,723,0
29,male,High School,22851,6,RENT,7000,VENTURE,10.99,0.31,5,613,1
27,female,Bachelor,25200,0,RENT,7000,MEDICAL,11.01,0.28,5,509,1
33,female,High School,25115,10,RENT,7000,DEBTCONSOLIDATION,9.45,0.28,8,608,1
29,female,Associate,25913,5,RENT,7000,MEDICAL,13.72,0.27,10,524,1
27,male,Master,28867,4,RENT,7000,EDUCATION,15.7,0.24,5,565,1
31,female,Bachelor,29512,8,RENT,7000,MEDICAL,7.51,0.24,7,590,0
28,male,Bachelor,31375,0,RENT,7000,DEBTCONSOLIDATION,12.53,0.22,8,661,0
28,male,Bachelor,30806,5,RENT,7000,VENTURE,6.92,0.23,6,669,0
28,male,Bachelor,60816,1,MORTGAGE,7000,EDUCATION,8.59,0.12,9,651,0
31,male,Associate,69787,8,RENT,6000,EDUCATION,11.01,0.09,8,605,1
31,female,Master,78532,8,RENT,6000,VENTURE,6.99,0.08,10,703,0
29,female,Bachelor,61009,6,MORTGAGE,3250,DEBTCONSOLIDATION,14.26,0.05,5,556,0
27,female,Associate,78981,4,RENT,6000,MEDICAL,11.14,0.08,9,652,0
33,female,High School,60996,10,OWN,1200,PERSONAL,14.26,0.02,6,648,0
31,male,Bachelor,80169,9,RENT,6000,EDUCATION,11.01,0.07,5,601,0
29,male,Master,53452,4,MORTGAGE,10000,DEBTCONSOLIDATION,14.74,0.19,5,621,1
27,female,Master,84918,5,RENT,6000,PERSONAL,11.86,0.07,6,653,0
27,female,Master,61027,0,MORTGAGE,10000,DEBTCONSOLIDATION,12.84,0.16,10,595,0
28,male,Associate,84880,4,RENT,6000,DEBTCONSOLIDATION,10.36,0.07,9,642,0
31,female,Master,54083,11,MORTGAGE,12000,EDUCATION,12.53,0.22,6,607,1
30,female,Associate,61399,8,MORTGAGE,5000,HOMEIMPROVEMENT,10.95,0.08,9,669,0
33,male,High School,53709,13,MORTGAGE,4500,DEBTCONSOLIDATION,14.74,0.08,10,644,1
27,male,Bachelor,87431,6,RENT,6000,DEBTCONSOLIDATION,15.96,0.07,10,571,0
32,female,High School,87571,10,RENT,6000,VENTURE,8.49,0.07,10,652,0
29,male,Associate,87098,7,RENT,6000,VENTURE,9.63,0.07,5,692,0
31,female,Bachelor,80064,10,RENT,6000,DEBTCONSOLIDATION,14.35,0.07,5,664,1
27,male,High School,80084,6,RENT,6000,DEBTCONSOLIDATION,11.01,0.07,8,631,1
29,female,High School,60390,4,MORTGAGE,4000,HOMEIMPROVEMENT,10.78,0.07,5,583,0
27,male,Master,60951,2,OWN,3000,EDUCATION,7.75,0.05,6,631,0
29,male,Associate,61281,9,MORTGAGE,10000,PERSONAL,5.99,0.16,5,664,0
28,male,Master,90747,4,RENT,6000,VENTURE,7.49,0.07,6,657,0
28,male,Bachelor,91384,4,RENT,6000,EDUCATION,6.92,0.07,6,671,0
31,female,Bachelor,72998,5,RENT,6000,MEDICAL,11.71,0.08,6,562,1
34,male,Associate,92468,10,RENT,6000,MEDICAL,11.01,0.06,10,627,0
29,male,Bachelor,74785,7,RENT,6000,MEDICAL,16.95,0.08,9,615,1
32,female,High School,97066,8,RENT,6000,PERSONAL,11.01,0.06,6,599,0
35,female,Master,53614,12,MORTGAGE,10000,MEDICAL,11.36,0.19,7,681,1
29,male,Bachelor,97194,8,RENT,6000,PERSONAL,6.99,0.06,10,687,0
27,male,Doctorate,61298,3,MORTGAGE,15000,VENTURE,10.62,0.24,5,730,0
31,female,Bachelor,95792,11,RENT,6000,HOMEIMPROVEMENT,7.51,0.06,5,665,1
28,female,Bachelor,54403,6,MORTGAGE,2600,PERSONAL,7.14,0.05,6,681,1
32,male,High School,54082,5,MORTGAGE,15000,EDUCATION,8.9,0.28,5,620,1
35,female,Bachelor,106523,12,RENT,6000,PERSONAL,15.37,0.06,8,610,0
27,male,Bachelor,108766,9,RENT,6000,VENTURE,11.99,0.06,7,647,0
27,male,Bachelor,108738,1,RENT,6000,VENTURE,11.71,0.06,8,590,0
30,female,Bachelor,109013,10,RENT,6000,MEDICAL,10.38,0.06,8,723,0
27,male,Bachelor,54129,5,MORTGAGE,4000,VENTURE,13.99,0.07,7,664,1
28,male,Master,61511,6,MORTGAGE,12000,VENTURE,11.01,0.2,8,639,0
33,female,High School,61372,10,MORTGAGE,6000,VENTURE,6.92,0.1,9,696,0
35,male,Master,112574,14,RENT,6000,PERSONAL,14.27,0.05,9,688,0
28,female,Associate,114367,5,RENT,6000,HOMEIMPROVEMENT,11.83,0.05,10,658,0
29,female,Bachelor,114951,5,RENT,6000,VENTURE,11.49,0.05,7,684,0
27,male,Associate,61309,2,MORTGAGE,3600,EDUCATION,8.88,0.06,10,664,0
34,female,Bachelor,61246,15,MORTGAGE,22800,VENTURE,18.67,0.37,10,712,0
33,female,High School,54217,8,MORTGAGE,2000,MEDICAL,14.22,0.04,6,652,1
31,male,High School,61750,7,MORTGAGE,3000,PERSONAL,13.22,0.05,9,652,0
34,male,Associate,121233,12,RENT,6000,PERSONAL,10.99,0.05,9,688,0
34,male,Bachelor,134540,15,RENT,6000,HOMEIMPROVEMENT,9.99,0.04,9,717,0
28,female,Associate,135530,4,RENT,6000,HOMEIMPROVEMENT,12.69,0.04,10,681,0
32,male,Bachelor,137771,6,RENT,6000,HOMEIMPROVEMENT,10.37,0.04,5,603,0
27,female,Associate,138889,1,RENT,6000,VENTURE,7.4,0.04,5,668,0
35,female,High School,200302,15,RENT,6000,DEBTCONSOLIDATION,5.42,0.03,10,679,0
27,male,Bachelor,223200,7,RENT,6000,HOMEIMPROVEMENT,11.01,0.03,10,615,0
32,male,Associate,15301,9,RENT,6075,DEBTCONSOLIDATION,12.42,0.4,8,661,1
29,male,Bachelor,29972,7,RENT,6075,PERSONAL,11.01,0.2,5,696,0
31,male,Associate,54869,9,MORTGAGE,5000,DEBTCONSOLIDATION,10.95,0.09,10,637,1
29,male,Bachelor,85017,10,RENT,6125,VENTURE,7.49,0.07,8,678,0
